id,date,language,title,normalized_rating,actual_rating,offering_Accommodation,offering_Food & Beverage,offering_Retail,offering_Tourism Attractions/ Sites,offering_Religious,destination,sentiment_lexicon,sentiment_LLM,clean_content,theme_LDA,theme_BERT,num_offerings,month_year
377380-203582755146,2021-04-11 08:39:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,معلم ثقافي جميل ، ارض الحضارات ، الجبل ، المغارات جميله وتدخل مغامرات توصل شكل غرف واماكن ضيقة تحاول تدخل وتتفاجأ ان داخل ممر ويوديك اماكن داخل المغاره ، الموقع بارد الصيف وفي فتره الظهر تكون الشمس قويه دافئ فتره الشتاء ، كأنه الأسعار للتذاكر تغيرت ، اقل ١٣ سنة مجاااان ، ، اكثر ١٣ سنة الشخص ٥٠,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-04
377380-203582755410,2021-04-11 07:40:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,جميل جدا واسع يوجد مسطحات خضراء والعاب اطفال وكبائن قريب الاحساء والدمام,Accommodation & Positive Venue Experience,Beautiful places,2,2021-04
377380-203582756323,2021-04-11 08:36:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,جميييل,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203582756807,2021-04-11 07:33:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,positive,جميل,Accommodation & Positive Venue Experience,Positive customer feedback,2,2021-04
377380-203582756809,2021-04-11 08:40:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,المكان روعة جميل نظيف يستاهل المشوار مكة الي الجبل ان شاء الله ازورها مرة مرة مرة,Accommodation & Positive Venue Experience,Religious expressions,1,2021-04
377380-203582756811,2021-04-11 08:25:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,جبل القاره با حساء يقع كلم الشرق مدينة الهفوف وسط واحه خضراء جميله ومساحة قاعدته حوالي هكتار ويتكويعتبر جبل القاره اهم المعالم الجيومورفولوجيه المملكة العربية السعودية وفي العالم تركيبه الصخري حجر رملي جيري,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203582756860,2021-04-11 07:38:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,neutral,نظيف وهادي عيبه بعيد الحسا بساعه وعن الهاف مون حق الخبر بنص ساعه ، اهم شي أغراضك واحتياجاتك معك لأنها متوفره حولك,Accommodation & Positive Venue Experience,Religious expressions,2,2021-04
377380-203582757146,2021-04-11 07:36:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,قمة الروعة والجمال,Religious / Spiritual & Tranquil Sites,Positive customer feedback,2,2021-04
377380-203582757670,2021-04-11 08:33:00+00:00,eng,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,positive,positive,worth visiting,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203582758223,2021-04-11 07:34:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,ان شاء الله ازوره قريب اغلب الي زاروه يمدحونه,Accommodation & Positive Venue Experience,Religious expressions,2,2021-04
377380-203582765719,2021-04-11 08:19:00+00:00,ara,Al-Qara Hill,40.0,2.0,0,0,0,1,0,Al Ahsa,neutral,negative,جبل جميل عادي جدا والمطاعم والكفيهات اللي حوله غالية جدا جدا جدا وجشع الأسعار بشكل يوصف,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203582765867,2021-04-11 08:24:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,معالم الأحساء السياحية لازم تزوره جيت الأحساء,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-04
377380-203582765944,2021-04-11 07:17:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,negative,اجمل الشواطى ينقصه توفر الخدمات,Accommodation & Positive Venue Experience,Temporarily closed businesses,2,2021-04
377380-203582766047,2021-04-11 07:29:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,ممتاز جدا,Accommodation & Positive Venue Experience,Positive customer feedback,2,2021-04
377380-203582766722,2021-04-11 07:24:00+00:00,ara,Uqair Beach,40.0,2.0,0,1,0,1,0,Al Ahsa,neutral,neutral,يحتاج تطوير,City Amenities & Shopping (Riyadh-focused),Need for improvement,2,2021-04
377380-203582766730,2021-04-11 07:21:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,افضل شاطئ يستاهل المشوار أهم شي خل شي معاك يوجد مطاعم او محلات اغذيه,City Amenities & Shopping (Riyadh-focused),Religious expressions,2,2021-04
377380-203582766741,2021-04-11 07:25:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,شاطئ هادئ ومريح وفيه المتطلبات العاب ، كباين ، اجهزة شواء ، دش مياه ، بقالات ، دورات مياه,Accommodation & Positive Venue Experience,Beautiful places,2,2021-04
377380-203582766760,2021-04-11 08:26:00+00:00,ara,Al-Qara Hill,60.0,3.0,0,0,0,1,0,Al Ahsa,neutral,positive,سعر تذكرة الدخول غاليه جدا,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582767165,2021-04-11 08:20:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,معلم معالم الاحساء,City Amenities & Shopping (Riyadh-focused),Tourist attractions,1,2021-04
377380-203582770032,2021-04-11 08:22:00+00:00,eng,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,positive,positive,qara mountain perfect place visit seeking family adventure outside view mountain breathtaking inside many tunnel exploring incredibly fun even though open midnight suggest go morning sun ray seep small crack mountain lightly brightening cave resulting world photo best part qara mountain freedom given limit adventure made trip unforgettable,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203582770035,2021-04-11 07:22:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,راحة واستجمام ولجميع افراد عائلتك,Religious / Spiritual & Tranquil Sites,Family-friendly place,2,2021-04
377380-203582770111,2021-04-11 07:30:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,شاطئ ممتاز الا انه ينقصة كثير الخدمات وبالذات دورات المياه اعزكم اللهيتميز بالنظافه قلة أماكن البيع الشاطئ يبعد الأحساء مايقارب ٦٠كم,Accommodation & Positive Venue Experience,Beautiful places,2,2021-04
377380-203582770119,2021-04-11 08:15:00+00:00,ara,Al-Qara Hill,60.0,3.0,0,0,0,1,0,Al Ahsa,neutral,negative,مكان جيد مافيه اهتمام بشكل مستمر وسعر عالي جدا مقارنه خدمه والي بتشوفه وحق مره وحده,Accommodation & Positive Venue Experience,Need for improvement,1,2021-04
377380-203582770435,2021-04-11 08:12:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,negative,مكان جميل ملاحظتي بقيمة الدخول السعر مبالغ,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582770461,2021-04-11 07:27:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,positive,ميناء العقير يعتبر أهم المناطق الاثرية المنطقه قيمة تاريخية كبيره شاطىء جميل دائما يتم تطويره يحتوي مسطحات خضراء جلسات مناطق العاب للأطفال الشاطىء يحتاج لتوفير خدمات بالذات اوقات الاجازات المواسم محطة بنزين مراكز تموين اضافة مناطق العاب اكثر للكبار ملاعب كرة القدم الطائره الشاطئيه وغيره,Attractions & Scenic / Heritage Sites,Beautiful places,2,2021-04
377380-203582770598,2021-04-11 08:05:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,معلم جميل يستحق الزياره,Accommodation & Positive Venue Experience,Tourist attractions,1,2021-04
377380-203582770732,2021-04-11 07:28:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,جميل جدا ويستحق الزيارة وخاصة الجهة الجنوبية توجد المساحات الخضراء الشاسعة والجلسات النظيفة والشاطئ الرملي النظيف,Accommodation & Positive Venue Experience,Beautiful places,2,2021-04
377380-203582771462,2021-04-11 08:17:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,neutral,جبل القارة ويعرف بجبل الشبعان يقع قرية التويثير وقرية القارة بمحافظة الأحساء ، المنطقة الشرقية المملكة العربية السعودية يعد الجبل أبرز المعالم السياحية الطبيعية الأحساء وقد سجل لائحة التراث العالمي عام ضم واحة الأحساء اللائحة يبعد الجبل مسافة كيلومترا شرق مدينة الهفوف ويحتوي كهوف يسمى بالمغارات أهالي الأحساء تتميز مغاراته مغارة النشاب بأن درجة حرارة معتدلة ثابتة طوال العام سعر تذكرة الدخول,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-04
377380-203582771666,2021-04-11 08:16:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,مكان سياحي رائع بارد صيفآ دافى شتاء بسبب الجبال الصخرية الطبيعية,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203582772930,2021-04-11 08:13:00+00:00,ara,Al-Qara Hill,60.0,3.0,0,0,0,1,0,Al Ahsa,neutral,positive,جميييل جدا مبالغ فالسعر مقارنة باللي اشوفة عائلة حالها ميسور وتبي تشوف المعلم الرائع عددهم اشخاص كثير عليكم تكون الرسوم كويس,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582773231,2021-04-11 08:21:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,رائع ومعلم حضاري,Accommodation & Positive Venue Experience,Tourist attractions,1,2021-04
377380-203582774939,2021-04-11 07:26:00+00:00,ara,Uqair Beach,60.0,3.0,0,1,0,1,0,Al Ahsa,neutral,positive,موقع ممتاز ونتمنى يكون افضل المستقبل,Accommodation & Positive Venue Experience,Beautiful places,2,2021-04
377380-203582775308,2021-04-11 07:20:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,positive,تحسينات كثر اخر مره اهتمام المرافق,Accommodation & Positive Venue Experience,Need for improvement,2,2021-04
377380-203582775592,2021-04-11 07:12:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,positive,موقع ممتاز يستاهل الزيادة ملاحظه يوجد خدمات السوبر ماركت مطاعم الخ,City Amenities & Shopping (Riyadh-focused),Shopping malls,2,2021-04
377380-203582779412,2021-04-11 08:06:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,جميل ورائع,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203582779871,2021-04-11 07:06:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,positive,جميل ونظافه ممتازه,Accommodation & Positive Venue Experience,Hotel cleanliness quality,2,2021-04
377380-203582780056,2021-04-11 08:09:00+00:00,eng,Al-Qara Hill,60.0,3.0,0,0,0,1,0,Al Ahsa,neutral,neutral,went riyadh friend individual entry sr nothing exceptionalonly recommend near al ahsaa,Food & Dining / Restaurants,Positive customer feedback,1,2021-04
377380-203582784469,2021-04-11 08:10:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,مكان تراثي روعه وجميل الدخول يوجد مطعم ومحلات ومحل للتصوير الوقت الي رحت انا الدخول للأطفال وذوي الاحتياجات الخاصه مجانا,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203582784560,2021-04-11 07:13:00+00:00,ara,Uqair Beach,20.0,1.0,0,1,0,1,0,Al Ahsa,neutral,negative,يحتاج للنظافه والاهتمام وخاصة الكثبان الرمليه جنبه ليش مايدفنونه,City Amenities & Shopping (Riyadh-focused),Hotel cleanliness quality,2,2021-04
377380-203582784983,2021-04-11 08:08:00+00:00,eng,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,positive,positive,nice place visit,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203582784987,2021-04-11 08:03:00+00:00,ara,Al-Qara Hill,40.0,2.0,0,0,0,1,0,Al Ahsa,neutral,negative,يستحق الزيارة الرسوم يجب ان تخفض بالداخل لايوجد شي مغارة صغيرة جدا متحف صغير,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203582784989,2021-04-11 07:10:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,neutral,يحتاج الى رعاية وصيانة,City Amenities & Shopping (Riyadh-focused),Need for improvement,2,2021-04
377380-203582784991,2021-04-11 07:16:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,positive,رائع يتطلب الحضور باكرا للحصول مكان مناسب الأجواء المعتدلة,Accommodation & Positive Venue Experience,Positive customer feedback,2,2021-04
377380-203582784997,2021-04-11 08:01:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,الله العظيم جبل مغاره الأجواء الحاره الصيف داخل المغاره باردة الله وبحمده الله العظيم يستحق الزيارة وشكرآ,Accommodation & Positive Venue Experience,Religious expressions,1,2021-04
377380-203582785706,2021-04-11 08:02:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,جميل زيارته الدخول بـ ٥٠,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203582785714,2021-04-11 06:52:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,مكان هادئ ونظيف,Accommodation & Positive Venue Experience,Peaceful and Beautiful Atmosphere,2,2021-04
377380-203582786614,2021-04-11 06:53:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,يتطور بشكل سريع احسن احسن,Accommodation & Positive Venue Experience,Need for improvement,2,2021-04
377380-203582788181,2021-04-11 06:56:00+00:00,eng,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,positive,positive,good clean beach seperate portion shabab family shop also available basic need item crowded,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203582788182,2021-04-11 07:07:00+00:00,ara,Uqair Beach,60.0,3.0,0,1,0,1,0,Al Ahsa,neutral,negative,لاباس هدوء المكان وخدوم ينقصه تنظيف الشاطي الحجز والطحالب,Accommodation & Positive Venue Experience,Peaceful and Beautiful Atmosphere,2,2021-04
377380-203582788242,2021-04-11 07:55:00+00:00,eng,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,positive,positive,really astonishing beautiful,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203582789319,2021-04-11 07:58:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,متحف جبل قارة الإحساء,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203582792636,2021-04-11 07:05:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,تحتاج خلاط وتطلع ممتازه,Religious / Spiritual & Tranquil Sites,Need for improvement,2,2021-04
377380-203582792700,2021-04-11 07:09:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,سلام مهجورة ولي ذكريات سنة وناسة اييه بحر توسع صدر ضايق بدنياه,Accommodation & Positive Venue Experience,Need for improvement,2,2021-04
377380-203582800594,2021-04-11 07:44:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,neutral,يستحق الزياره الاشكالية فقط تذكرة الدخول ٥٠ لشخص,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582801173,2021-04-11 07:57:00+00:00,ara,Al-Qara Hill,40.0,2.0,0,0,0,1,0,Al Ahsa,neutral,negative,المكان جميل تذكرة الدخول مبالغ جدا جدا يوجد اي خدمات مقابل المبلغ المدفوع,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582801191,2021-04-11 07:59:00+00:00,ara,Al-Qara Hill,20.0,1.0,0,0,0,1,0,Al Ahsa,neutral,negative,سيء وغالي عالفاضي,Accommodation & Positive Venue Experience,Temporarily closed businesses,1,2021-04
377380-203582801882,2021-04-11 07:00:00+00:00,ara,Uqair Beach,60.0,3.0,0,1,0,1,0,Al Ahsa,neutral,positive,جيد جدا,Accommodation & Positive Venue Experience,Positive customer feedback,2,2021-04
377380-203582802203,2021-04-11 07:45:00+00:00,ara,Al-Qara Hill,40.0,2.0,0,0,0,1,0,Al Ahsa,neutral,neutral,جبل عادى وشوية صخور الرسوم مابلغ كثير مرررره قديم الجبل وقتها مفتوح ساعه حارس مافيه يعنى عادى,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-04
377380-203582811687,2021-04-11 07:48:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,مكان جميل جدا,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203582811932,2021-04-11 06:57:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,شاطيء ممتاز وجو هايل,Religious / Spiritual & Tranquil Sites,Positive customer feedback,2,2021-04
377380-203582811947,2021-04-11 07:01:00+00:00,ara,Uqair Beach,60.0,3.0,0,1,0,1,0,Al Ahsa,neutral,negative,جمييل جدا ، ينقصه الخدمات بقالة ، محطة ،,Accommodation & Positive Venue Experience,Temporarily closed businesses,2,2021-04
377380-203582812024,2021-04-11 07:54:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,مكان ممتاز كتجربه اولى فقط التذاكر الشخص بريال,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582812333,2021-04-11 07:01:00+00:00,ara,Uqair Beach,80.0,4.0,0,1,0,1,0,Al Ahsa,neutral,positive,مكان ممتاز يحتاج تطوير وتوفير خدمات كامله,Accommodation & Positive Venue Experience,Shopping malls,2,2021-04
377380-203582812441,2021-04-11 07:43:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,جدا جميل,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203582812983,2021-04-11 07:51:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,ابداع وتنظيم جميل يستحق الزيارة,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203582815367,2021-04-11 08:01:00+00:00,eng,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,positive,positive,exceptional,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-04
377380-203582815593,2021-04-11 06:58:00+00:00,ara,Uqair Beach,60.0,3.0,0,1,0,1,0,Al Ahsa,neutral,positive,جميل ونظيف,Accommodation & Positive Venue Experience,Hotel cleanliness quality,2,2021-04
377380-203582815596,2021-04-11 07:52:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,المكان راااااااايق وحلوووو افضل وقت لزيارته وجه نظري الغروب بشوي المنظر تحفه لايطوفكم هالمكان بالاحساء,City Amenities & Shopping (Riyadh-focused),Beautiful places,1,2021-04
377380-203582817442,2021-04-11 07:46:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,مكان أثري جميل أنصح يبحث السياحة الحقيقية الشرقية ان يزور جبل القارة المكان نظيف ومرتب خوف احضار الاطفال للمكان شكل الصخور المنحوتة إبداع الخااق عز وجل شريك رسوم دخول للكبار ٢٥ بالنسبة للصغار ، متاكدة شكرا للسيدات الجالسات يعملن اطباقا وسلل القش مشهد يعكس ثقافة مدينة الإحساء القدم تنسى شراء تذكار مغادرة المكان,Accommodation & Positive Venue Experience,Religious expressions,1,2021-04
377380-203582817446,2021-04-11 06:50:00+00:00,ara,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,neutral,positive,راقي وجميل,Accommodation & Positive Venue Experience,Positive customer feedback,2,2021-04
377380-203582820578,2021-04-11 06:47:00+00:00,ara,Uqair Beach,60.0,3.0,0,1,0,1,0,Al Ahsa,neutral,positive,شاطئ العقير ، يبعد الأحساء تقريبا كيلا التجديد والتحسين والتطوير مقصدا سياحيا رائعا ، اجتمع البحر بسيف رملي نظيف مسطحات خضراء وأشجار وجلسات ومظلات وكبائن ومواقد للشواء ودورات مياه المكان يستحق تجعل يوما كاملا ملاحظة يجب اختيار الوقت المناسب للرحلة تستمتع بالأجواء العليلة تتأخر المجيء تجد مكانا مناسبا تنس احضار يلزم لاكتمال الرحلة أدوات الجلوس والمتعة والسباحة والطعام والشراب وغيرها يوجد قسم ضيافة خاص بالأمانة الجهة شمالية,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203582823789,2021-04-11 06:54:00+00:00,eng,Uqair Beach,100.0,5.0,0,1,0,1,0,Al Ahsa,positive,positive,clean quite beach,Food & Dining / Restaurants,Beautiful places,2,2021-04
377380-203582824274,2021-04-11 07:23:00+00:00,ara,Al-Qara Hill,40.0,2.0,0,0,0,1,0,Al Ahsa,neutral,negative,دخول للجبل ٥٠ للشخص,Accommodation & Positive Venue Experience,Need for improvement,1,2021-04
377380-203582824551,2021-04-11 07:41:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,جبل القارة تجد المتعة والحضاره وكل شي جميل,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-04
377380-203582829854,2021-04-11 07:32:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,موقع جميل زرته سنوات ولاحظت الان التطوير والانارة داخل المواقع بالاضافه تطوير الساحات الخارجيه الرسوم للشخص والاطفال مجانا ينصح بزيارته زيارة الاحساء,Accommodation & Positive Venue Experience,Need for improvement,1,2021-04
377380-203582831697,2021-04-11 07:30:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,اختار مكان واجلس بهدوء وتأمل الناس وداخل الجبل الصخور وبرودة المكان واعتداله الصيف,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203582835142,2021-04-11 07:25:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,وجهة سياحية جميلة ورائعة التطوير اتمنى تخفيض تذكرة الدخول غالية جدا لمن لديه عائلة ستكون تكلفة الدخول باهضة وربما يلغي دخوله لهذا الجبل العجيب,Religious / Spiritual & Tranquil Sites,Shopping malls,1,2021-04
377380-203582835148,2021-04-11 06:46:00+00:00,ara,Uqair Beach,40.0,2.0,0,1,0,1,0,Al Ahsa,neutral,positive,جميل مناسب للعائلات,Accommodation & Positive Venue Experience,Family-friendly place,2,2021-04
377380-203582835196,2021-04-11 07:26:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,جبل القارة رائع يفضل تزورهـ وقت الظهر والشمس عنان السماء تنظر الى فتحات الجبل الأعلى والأجواء داخل الجبل باردة الأستكشاف سراديبه ممتعه عيبه الوحيد سعر التذكرة عالي جدا ٥٠ للفرد,Accommodation & Positive Venue Experience,Religious expressions,1,2021-04
377380-203582835817,2021-04-11 07:39:00+00:00,ara,Al-Qara Hill,40.0,2.0,0,0,0,1,0,Al Ahsa,neutral,positive,غاليه التذاكر,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582836850,2021-04-11 07:42:00+00:00,eng,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,positive,positive,one hostrical place alahsa visit,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203582837543,2021-04-11 07:28:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,تطوير جميل بجبل قارة,City Amenities & Shopping (Riyadh-focused),Need for improvement,1,2021-04
377380-203582839573,2021-04-11 07:17:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,جميل,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203582839804,2021-04-11 07:10:00+00:00,eng,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,positive,positive,enjoyed walking top inside,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203582843582,2021-04-11 07:14:00+00:00,ara,Al-Qara Hill,40.0,2.0,0,0,0,1,0,Al Ahsa,neutral,positive,معلم سياحي جميل يستحق الزيارة لمرة واحده فقط سعر التذاكر مرة غالية الشخص والمكان صغير تخلصه بربع ساعة يحتاج اعادة نظر سعر التذاكر,City Amenities & Shopping (Riyadh-focused),Tourist attractions,1,2021-04
377380-203582843717,2021-04-11 07:31:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,negative,اسعار الدخول مرتفة جدا,Accommodation & Positive Venue Experience,Shopping malls,1,2021-04
377380-203582844233,2021-04-11 07:11:00+00:00,eng,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,positive,positive,loved place,Food & Dining / Restaurants,Customer satisfaction,1,2021-04
377380-203582844529,2021-04-11 07:15:00+00:00,eng,Al-Qara Hill,20.0,1.0,0,0,0,1,0,Al Ahsa,positive,positive,one must visit attraction eastern region saudi arabia entry fee sar per person year prepare camera feeling amazing charming attraction highly recommend,Food & Dining / Restaurants,Beautiful places,1,2021-04
377380-203582845934,2021-04-11 07:22:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,يستحق الزيارة,Accommodation & Positive Venue Experience,Tourist attractions,1,2021-04
377380-203582846729,2021-04-11 07:16:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,معلم مشرف وجميل يستحق الزيارة,City Amenities & Shopping (Riyadh-focused),Tourist attractions,1,2021-04
377380-203582847448,2021-04-11 07:07:00+00:00,ara,Al-Qara Hill,80.0,4.0,0,0,0,1,0,Al Ahsa,neutral,positive,مغامره ممتعه مغاره وجو جميل بارد,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-04
377380-203582847624,2021-04-11 07:20:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,انصح بزيارته انصحكم تكونون جاهزين للتصوير مناظر جميلة ويبيلها صورة للذكرى,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203582847675,2021-04-11 07:05:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,مكان عظيم يستحق الزيارة,Accommodation & Positive Venue Experience,Beautiful places,1,2021-04
377380-203582847679,2021-04-11 07:18:00+00:00,ara,Al-Qara Hill,100.0,5.0,0,0,0,1,0,Al Ahsa,neutral,positive,جبل قارة الأحساء المكان ابهرني جماله الطبيعي زرته الصيف اول شي دخلنا متحف دخلنا جبل قاره داخله الجبل بارد عكس اللي برا اكيد اعيد الزياره,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-04
